Date,AAPL,MSFT,GOOGL,AMZN,META,NVDA,AGG,DBC,UUP
2012-05-21,0.05826038144969514,0.016399264027938898,0.02283472868315828,0.019920532641259037,-0.10986136502682187,0.01738416590921532,-0.00018070150003257623,0.0133231882519389,-0.0031165290879967555
2012-05-22,-0.0076794730827035584,0.0003360620394585734,-0.02167361694383696,-0.01274585610139034,-0.08903906271010764,-0.012205569626036805,-0.0024328422624477763,-0.014274991918751145,0.010272374201649948
2012-05-23,0.024400360562304435,-0.0218415048084023,0.01441404117138867,0.009055853167555528,0.032258134247878045,0.02471180905886583,0.0011738067016722198,-0.011051746243340377,0.0035367671751547203
2012-05-24,-0.009184058329150924,-0.0013740483794868474,-0.009516559767879906,-0.009388828562474694,0.03218745851002058,-0.026527103895916615,-0.000811366282283954,0.00038525165636249525,0.003964840354827359
2012-05-25,-0.0053593454867826296,-0.00034375902131444924,-0.020094138011215734,-0.010918073244703619,-0.033908566143348695,0.023947262353475995,0.0015354100104711943,0.0034668874219756507,0.001316208777407013
2012-05-29,0.017748539167273814,0.017205521249486377,0.004750401847658736,0.008736945269423257,-0.09620807559368372,0.02580622166686486,-0.0005413485025606013,-0.004222534772798103,-0.0008764425246061691
2012-05-30,0.012057255201576078,-0.007442582751622129,-0.01028029805277253,-0.025704309009124682,-0.0225381162638576,-0.011792656971517546,0.0033370638141732023,-0.018504319876544106,0.007894716849184302
2012-05-31,-0.002486438329584839,-0.005112431529136097,-0.012529113714833007,0.01758830113336063,0.05001773702702694,-0.01113732801126932,0.002967691648288362,-0.008640934729439942,0.0004352620544147978
2012-06-01,-0.028975442833035547,-0.025350841146538183,-0.017009256023078567,-0.02202808015612112,-0.06351360004967699,-0.036202626451728115,0.0024965955946567586,-0.020602361936797653,-0.0030448655956191173
2012-06-04,0.0058824923512026395,0.003514767946644737,0.01332789595494277,0.030496600399845253,-0.02958151971431333,-0.020868470370309256,-0.002329610721062636,0.005663567336647413,-0.004363000860544974
2012-06-05,-0.00258745826598783,-0.0014012504944619364,-0.014137743846863504,-0.006338331652688156,-0.03828991667994097,0.028985813997969512,-0.002065877383626069,-0.003620372467133204,0.0035057700984248985
2012-06-06,0.015333413123969963,0.02946353448422334,0.01781175363051557,0.020777675118962113,0.036335500514109276,0.026511886824374997,-0.002970556359499388,0.018570905767778978,-0.008297116201875232
