Date,AAPL,MSFT,GOOGL,AMZN,META,NVDA,AGG,DBC,UUP
2012-05-27,0.06016435916458418,-0.007174830864196569,-0.014773497855615103,-0.004489159240553264,-0.16531523757543476,0.02649026290762757,-0.0007209916199170108,-0.008374582233130479,0.016028359509127954
2012-06-03,-0.002312134172464786,-0.020990646172622807,-0.03474045524584446,-0.02193616720662972,-0.13130678877446944,-0.03387129135713485,0.008282045843957198,-0.05105562176243894,0.004382213028687687
2012-06-10,0.03445677456051155,0.04217915146021367,0.016585567069421714,0.04927475960052119,-0.022366550423302045,0.011686367644087703,-0.0062726754473190205,0.016990281496958692,-0.004799310163103532
2012-06-17,-0.010666485420818939,0.012479131500218399,-0.027461516641172024,-0.0005950424997931414,0.10738005432616626,0.014026277780596175,0.0043279587508928685,-0.01113765045413262,-0.01359044447745461
2012-06-24,0.013882027467641445,0.02265129470886107,0.012346947908273176,0.017449074182456226,0.10129961007423183,0.05777098991198093,-0.0030523514798352913,-0.018905816966727995,0.0066667117316814295
2012-07-01,0.00326408611244533,-0.003582912543061867,0.015031219391727912,0.02786277872952514,-0.0590015050591538,0.06307634282679153,0.002341930861117447,0.05576051601783849,-0.007947091884408564
2012-07-08,0.03746576304039917,-0.013076316631293494,0.01018842339221715,-0.014451497128828317,0.02025707939188992,-0.03039019290962275,0.004528445785206392,0.0062135121116817515,0.0213618855407256
2012-07-15,-0.0015019993393877717,-0.026498749282049427,-0.0161439717417019,-0.02959335630740001,-0.0318309695468072,-0.06268705653420437,0.00448115959087847,0.030490347281009855,-0.0008715698677062012
2012-07-22,-0.0011074207551077242,0.024838147278953393,0.05949503801677225,0.04533173402168722,-0.06380208162912471,0.019904803025968976,0.003033330749196539,0.03483137653259227,0.002180502974020282
2012-07-29,-0.031672752778823976,-0.011952076349550977,0.03952051339930751,0.039554945867944724,-0.17559109849363663,0.052303024854228664,-0.0011569970854379275,-0.007600467368038655,-0.010443715422635336
2012-08-05,0.05219017510148616,-0.0003358690147724497,0.010032181285943187,-0.009902267271040821,-0.11050179092222567,0.01780408763175534,-0.0007189776921352475,0.0036470393723682104,-0.004837484667751468
2012-08-12,0.014080183938019575,0.022520649971306428,0.001044720327688431,-0.009448019939614527,0.03413922886989007,0.06559773420703885,-0.0010715742742387624,0.01925860328992335,0.0022096895709129427
2012-08-19,0.04248097104577231,0.022508375546064663,0.05473511230610062,0.03617619656729687,-0.12654752038129058,0.0020518758820473604,-0.005720408567511104,0.007130254867757424,0.0
2012-08-26,0.023313740347382428,-0.01100296003106549,0.0022004691939396803,0.018949239709989962,0.01889769699079702,-0.003413115851712445,0.005303914318891989,0.009557563248601797,-0.011463896623933545
2012-09-02,0.0030456507324314597,0.008507673955571615,0.00951927717878065,0.010295445003912995,-0.06955174465539726,-0.03904146055691482,0.004918699359366618,0.009466935723146941,-0.005352475411524282
